鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
萬華區,房地(土地+建物),臺北市萬華區永福街61~90號,19.12,商,,,1060503,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830607,153.47,3,2,1,有,無,16000000,104255,,0,0,含增建或未登記建物。,RPQNMLSLOHMFFBA28DA
文山區,土地,興安段二小段421~450地號,12.14,其他,,,1060523,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,2257833,185983,,0,0,,RPVNMLLKPHMFFAA97DA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段1~30號,53.61,住,,,1060430,土地1建物1車位3,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041202,378.54,3,2,2,有,有,57500000,193122,坡道平面,121.2,7800000,,RPRNMLRKOHMFFAA08DA
文山區,房地(土地+建物)+車位,臺北市文山區景文街61~90號,9.84,商,,,1060303,土地1建物1車位1,二層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040427,140.09,2,2,2,有,有,11146529,79567,坡道平面,0,0,親友、員工或其他特殊關係間之交易。,RPTNMLTKOHMFFAA48DA
文山區,房地(土地+建物),臺北市文山區萬和街1~30號,12.48,商,,,1060412,土地1建物1車位0,九層,十三層,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,860419,65.2,1,1,1,有,有,8200000,125767,,0,0,,RPVNMLMKOHMFFAA97DA
大同區,房地(土地+建物),臺北市大同區歸綏街97巷1~30號,8.4,住,,,1060510,土地1建物1車位0,三層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,841030,36.36,1,1,1,有,有,5200000,143014,,0,0,,RPVNMLMKOHMFFBA08DA
大同區,車位,臺北市大同區延平北路二段121~150號,1.01,其他,,,1060527,土地0建物0車位2,,,其他,,,,51.86,0,0,0,有,有,2900000,,坡道機械,0,2900000,,RPPPMLMKOHMFFBA67DA
大安區,房地(土地+建物),臺北市大安區龍泉街93巷1~30號,22,住,,,1060429,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740524,91.72,3,2,2,有,無,18000000,196249,,0,0,含增建或未登記建物-陽台加窗。,RPPNMLPLOHMFFFA28DA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段301~330號,19,住,,,1060425,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680504,57.98,2,1,1,有,無,5000000,86237,,0,0,親友、員工或其他特殊關係間之交易。,RPQPMLRJPHMFFCA38DA
內湖區,車位,臺北市內湖區民權東路六段280巷155弄1~30號,2.93,住,,,1060525,土地0建物0車位1,一層,九層,其他,商業用,鋼筋混凝土造,910624,53.22,0,0,0,有,有,1550000,,坡道平面,53.21,1550000,,RPUQMLNKOHMFFCA48DA
信義區,房地(土地+建物),臺北市信義區和平東路三段391巷8弄1~30號,18.12,住,,,1060509,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,45.84,2,2,1,有,無,6350000,138525,,0,0,含增建或未登記建物。,RPWPMLNKOHMFFDA68DA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段743巷21弄1~30號,25.75,住,,,1060427,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,71.48,2,2,1,有,無,15600000,218243,,0,0,含增建或未登記建物-平台。,RPPPMLTJOHMFFDA48DA
大安區,房地(土地+建物),臺北市大安區信義路三段181~210號,16.31,商,,,1060510,土地1建物1車位0,二層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,710519,168.83,0,2,1,有,有,46960000,278150,,0,0,含增建或未登記建物。,RPPNMLLKOHMFFFA77DA
大安區,房地(土地+建物),臺北市大安區永康街75巷1~30號,8.77,住,,,1060504,土地2建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,960702,36.12,1,1,1,有,有,13000000,359911,,0,0,含增建或未登記建物。,RPOOMLTJOHMFFFA48DA
士林區,土地,力行段三小段451~480地號,684.25,其他,,,1060515,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,20700000,30252,,0,0,向國產署購買，其中有16萬為土地補償金346.45平方公尺價格為貳仟零伍拾萬元,RPPOMLPKOHMFFEA18DA
士林區,房地(土地+建物)+車位,臺北市士林區德行東路331巷1~30號,63.12,住,,,1060419,土地1建物1車位2,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,920401,324.23,4,2,3,有,有,65000000,238259,坡道平面,76.6,6000000,含增建或未登記建物-庭院。另有一室,RPQNMLLKOHMFFEA77DA
士林區,房地(土地+建物),臺北市士林區後港街31~60號,13.31,住,,,1060511,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,731215,120.1,3,2,2,有,有,23000000,191507,,0,0,親友、員工或其他特殊關係間之交易。,RPXNMLMKOHMFFEA58DA
北投區,房地(土地+建物),臺北市北投區泉源路41巷61~90號,34,住,,,1060606,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,560408,66.08,2,1,1,有,無,5000000,75666,,0,0,,RPSOMLMKOHMFFEA18DA
松山區,房地(土地+建物),臺北市松山區八德路三段181~210號,3.8,其他,,,1060529,土地3建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,950418,49.17,2,2,1,有,有,16800000,341672,,0,0,含增建或未登記建物。,RPXOMLLLOHMFFDA58DA
南港區,房地(土地+建物),臺北市南港區南港路三段106巷11弄1~30號,23.5,工,,,1060513,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,77.94,2,1,1,有,無,8000000,102643,,0,0,,RPVNMLNKOHMFFDA38DA
萬華區,房地(土地+建物),臺北市萬華區雙園街1~30號,23.75,商,,,1060515,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,87.27,3,1,2,有,無,9000000,103128,,0,0,,RPQNMLTKOHMFFBA18CA
萬華區,房地(土地+建物),臺北市萬華區萬大路618巷61~90號,24,住,,,1060519,土地1建物1車位0,全,二層,透天厝,,加強磚造,,31.46,3,1,1,有,無,7000000,222505,,0,0,親友、員工或其他特殊關係間之交易。,RPUNMLMLOHMFFBA97CA
萬華區,房地(土地+建物)+車位,臺北市萬華區萬青街181~210號,32.54,住,,,1060417,土地1建物1車位2,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931028,178.26,3,1,2,有,有,25000000,140252,坡道平面,0,0,親友、員工或其他特殊關係間之交易。,RPPNMLNJPHMFFBA47CA
萬華區,房地(土地+建物),臺北市萬華區康定路25巷1~30號,22.09,商,,,1060517,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,600512,102.98,1,1,1,有,無,15000000,145659,,0,0,有電梯,RPTNMLRJPHMFFBA28CA
中山區,房地(土地+建物),臺北市中山區新生北路三段31~60號,4.69,商,,,1060515,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,711209,50.43,2,1,1,有,有,9000000,178465,,0,0,,RPVPMLNKOHMFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路211~240號,41.16,商,,,1060519,土地2建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050729,219.46,3,2,2,有,有,33200000,184622,坡道平面,48.57,1650000,,RPTNMLPKOHMFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段121~150號,4.43,商,,,1060512,土地1建物1車位0,六層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,960621,44.7,1,1,1,有,有,8200000,183445,,0,0,,RPWPMLTJOHMFFCA98CA
內湖區,房地(土地+建物),臺北市內湖區金龍路211~240號,22.52,住,,,1060416,土地1建物1車位0,一層,十二層,店面(店鋪),商業用,鋼筋混凝土造,810822,83.04,0,0,0,無,有,16500000,198699,,0,0,,RPXPMLTJOHMFFCA09CA
中正區,房地(土地+建物),臺北市中正區羅斯福路一段83巷1~30號,30.78,住,,,1060308,土地3建物1車位0,六層，陽台,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.3,4,3,3,有,無,25600000,260427,,0,0,親友、員工或其他特殊關係間之交易。,RPPOMLNKOHMFFAA47CA
文山區,房地(土地+建物),臺北市文山區汀州路四段1~30號,28.78,商,,,1060508,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,103.8,3,2,2,有,無,12000000,115607,,0,0,,RPQNMLTKOHMFFAA08CA
文山區,房地(土地+建物),臺北市文山區木新路三段303巷2弄1~30號,44.71,住,,,1060429,土地4建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,86.39,3,2,2,有,無,15000000,173631,,0,0,,RPUNMLLLOHMFFAA77CA
文山區,房地(土地+建物),臺北市文山區木柵路二段109巷100弄31~60號,13.37,住,,,1060426,土地2建物1車位0,十層,十七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,850925,29.15,1,1,1,有,有,3450000,118353,,0,0,含增建或未登記建物。,RPSOMLTJOHMFFAA28CA
中正區,房地(土地+建物),臺北市中正區延平南路61~90號,4.84,商,,,1060513,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,700402,40.62,0,0,0,無,有,6050000,148941,,0,0,,RPPPMLTJOHMFFBA18CA
萬華區,房地(土地+建物),臺北市萬華區德昌街61~90號,70,商,,,1060322,土地1建物1車位0,全,二層,透天厝,,加強磚造,,123.7,5,2,2,有,無,14535700,117508,,0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。,RPXOMLMKOHMFFBA28CA
中正區,房地(土地+建物),臺北市中正區忠孝西路一段31~60號,7.08,商,,,1060316,土地1建物2車位0,十六層,二十七層,辦公商業大樓,住家用,鋼骨混凝土造,790815,146.59,0,1,1,有,有,31050000,211815,,0,0,含增建或未登記建物。,RPTPMLMKOHMFFBA97CA
萬華區,房地(土地+建物),臺北市萬華區青年路61~90號,23.6,住,,,1060417,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711027,98.73,3,1,1,有,有,13500000,136737,,0,0,親友、員工或其他特殊關係間之交易。,RPWOMLPKOHMFFBA48CA
萬華區,房地(土地+建物),臺北市萬華區長沙街二段1~30號,1.88,商,,,1060220,土地11建物1車位0,六層,十一層,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,691113,19.06,1,0,1,有,有,1960000,102833,,0,0,含增建或未登記建物。,RPWPMLNKOHMFFBA38CA
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路121~150號,15.25,商,,,1060407,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050421,159.67,3,2,2,有,有,29800000,197622,升降機械,16.72,1550000,,RPRPMLOKOHMFFBA97CA
大同區,房地(土地+建物)+車位,臺北市大同區涼州街1~30號,18.37,住,,,1060326,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000318,178.95,2,2,2,有,有,30550000,170718,坡道平面,13.35,0,內含獨立產權車位，未包含在棟數內。,RPRNMLOKOHMFFBA77CA
文山區,房地(土地+建物),臺北市文山區福興路46巷2弄1~30號,22.5,住,,,1060504,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,50.03,2,1,1,有,無,8150000,162902,,0,0,,RPVNMLTLOHMFFAA68CA
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路二段8巷1~30號,12.45,商,,,1060518,土地2建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041014,80.28,0,0,0,無,有,21800000,271550,塔式車位,17.43,0,,RPSPMLOJPHMFFAA97CA
中山區,房地(土地+建物),臺北市中山區德惠街1~30號,8.66,商,,,1060525,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050829,87.9,2,1,1,有,有,22450000,255404,,0,0,,RPQNMLKMOHMFFCA57CA
中山區,房地(土地+建物),臺北市中山區建國北路三段61~90號,19.04,住,,,1060408,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770104,135.79,3,2,2,有,有,22000000,162015,,0,0,含增建或未登記建物。,RPUPMLQKOHMFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路210巷30弄1~30號,7.9,商,,,1060424,土地1建物1車位1,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,990324,99.93,1,0,1,有,有,3000000,30018,坡道平面,41.43,0,親友關係間之交易。,RPROMLPKOHMFFCA08CA
中山區,建物,臺北市中山區龍江路120巷1~30號,0,,,,1060506,土地0建物1車位0,二層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,880524,43.16,1,1,1,有,有,5300000,122799,,0,0,本案買賣標的為地上權建物,RPTOMLKLOHMFFCA87CA
信義區,房地(土地+建物),臺北市信義區紫雲街1~30號,4.5,住,,,1060525,土地1建物1車位0,地下層,七層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,690616,56.25,0,0,0,無,有,2600000,46222,,0,0,,RPXNMLTJOHMFFDA98CA
信義區,車位,臺北市信義區信義路四段391~420號,0.08,商,,,1060522,土地0建物0車位1,地下一層，地下二層，地下三層,十四層,其他,見使用執照,鋼筋混凝土造,,37.69,0,0,0,有,有,2600000,,坡道平面,37.69,2600000,,RPPQMLTJOHMFFDA48CA
南港區,房地(土地+建物),臺北市南港區成福路197巷1~30號,24.23,住,,,1060510,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,105.05,3,2,2,有,無,12320000,117277,,0,0,,RPXNMLMKOHMFFDA38CA
信義區,房地(土地+建物),臺北市信義區吳興街600巷61~90號,25.99,住,,,1060508,土地2建物1車位0,一層，停車場,五層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,760205,97.52,1,1,1,有,無,16800000,172272,,0,0,親友、員工或其他特殊關係間之交易。,RPXOMLSLOHMFFDA56CA
信義區,房地(土地+建物),臺北市信義區吳興街284巷22弄121~150號,27.9,住,,,1060428,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710810,121.62,3,2,2,有,無,16300000,134024,,0,0,,RPWNMLNJPHMFFDA38CA
信義區,車位,臺北市信義區信義路五段150巷301~330號,6.05,住,,,1060522,土地0建物0車位1,一層,十三層,其他,住家用,鋼筋混凝土造,980408,43.64,0,0,0,有,有,2400000,,坡道平面,43.64,2400000,,RPOPMLPKOHMFFDA97CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段241~270號,16.2,商,,,1060414,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.08,3,2,2,有,有,28500000,239335,,0,0,,RPSPMLNJPHMFFDA18CA
士林區,房地(土地+建物),臺北市士林區芝玉路一段197巷31~60號,33.73,住,,,1060506,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740819,118.16,3,2,2,有,無,14180000,120007,,0,0,含增建或未登記建物。,RPVPMLTJOHMFFEA09CA
士林區,房地(土地+建物),臺北市士林區通河西街二段108巷1~30號,26.75,住,,,1060512,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641210,79.8,3,0,2,有,無,3900000,48872,,0,0,親友、員工或其他特殊關係間之交易。,RPWOMLMKOHMFFEA48CA
士林區,房地(土地+建物),臺北市士林區社子街125巷1~30號,43,住,,,1060110,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,610209,68.86,3,1,1,有,無,6610000,95992,,0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。,RPPOMLNKOHMFFEA87CA
北投區,房地(土地+建物),臺北市北投區知行路293巷9弄1~30號,25.09,住,,,1060514,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710319,90.31,3,2,1,有,無,8360000,92570,,0,0,,RPQOMLLLOHMFFEA87CA
士林區,房地(土地+建物),臺北市士林區通河街323巷61~90號,11.71,住,,,1060502,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,591210,29.48,1,1,1,有,無,3600000,122117,,0,0,,RPUNMLKLOHMFFEA08CA
士林區,房地(土地+建物),臺北市士林區士東路91巷1~30號,30.56,住,,,1060511,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,730120,113.94,0,3,2,有,無,33980000,298227,,0,0,,RPUOMLQKOHMFFEA68CA
士林區,車位,臺北市士林區德行西路31~60號,0.05,工,,,1060515,土地0建物0車位1,地下二層,十三層,其他,停車空間,鋼筋混凝土造,970502,35.43,0,0,0,有,有,2500000,,坡道平面,35.43,2500000,,RPVOMLTKOHMFFEA09CA
士林區,車位,臺北市士林區德行西路31~60號,0.05,工,,,1060515,土地0建物0車位1,地下二層,十三層,其他,停車空間,鋼筋混凝土造,970502,35.24,0,0,0,有,有,2500000,,坡道平面,35.24,2500000,,SPVOMLTKOHMFFEA56CA
士林區,車位,臺北市士林區德行西路31~60號,0.05,工,,,1060525,土地0建物0車位1,地下二層,十三層,其他,停車空間,鋼筋混凝土造,970502,35.24,0,0,0,有,有,2500000,,坡道平面,35.24,2500000,,RPWOMLTKOHMFFEA56CA
士林區,房地(土地+建物)+車位,臺北市士林區天母東路1~30號,78.56,商,,,1060525,土地2建物1車位4,三十一層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050920,701.68,0,0,0,無,有,300900000,484018,坡道平面,109.76,14400000,土地及建物分次登記案件。車位未個別拆價。,RPSNMLPJPHMFFEA28CA
士林區,房地(土地+建物)+車位,臺北市士林區天母東路1~30號,78.33,商,,,1060525,土地2建物1車位4,三十二層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050920,700.07,0,0,0,無,有,300410000,484000,坡道平面,109.76,14700000,土地及建物分次登記案件。車位未個別拆價。,RPWNMLPJPHMFFEA68CA
士林區,房地(土地+建物),臺北市士林區中山北路六段754巷1~30號,36.15,住,,,1060514,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680413,128.42,4,2,2,有,無,17500000,136272,,0,0,,RPQPMLLLOHMFFEA97CA
士林區,房地(土地+建物)+車位,臺北市士林區延平北路六段331~360號,18.14,住,,,1060518,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050805,161.71,3,2,2,有,有,18600000,115021,升降平面,32.12,0,,RPUNMLMLOHMFFEA28CA
北投區,房地(土地+建物)+車位,臺北市北投區東華街二段271~300號,53.98,住,,,1060513,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831027,202.35,3,2,2,有,有,29080000,143711,坡道平面,0,0,含增建或未登記建物。內含獨立產權公設，未包含在棟數內。本案車位面積無法概算。,RPTPMLMKOHMFFEA28CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷31~60號,50.6,住,,,1060501,土地1建物1車位2,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050921,331.99,4,2,2,有,有,58400000,214082,坡道平面,83.02,5100000,,RPQNMLNKOHMFFEA87CA
北投區,房地(土地+建物),臺北市北投區光明路181~210號,22.3,其他,,,1060506,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650902,63.72,0,0,0,無,無,5500000,86315,,0,0,,RPRNMLOKOHMFFEA08CA
北投區,土地,新洲美段1~30地號,79.43,住,,,1060503,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,18021450,226885,,0,0,,RPSNMLOKOHMFFEA18CA
南港區,土地,中南段四小段391~420地號,185.48,其他,,,1060603,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,681244,3673,,0,0,(包含)公共設施保留地之交易,RPROMLQKOHMFFDA28CA
松山區,車位,臺北市松山區塔悠路271~300號,0.11,住,,,1060526,土地0建物0車位1,一層,十二層,其他,見其他登記事項,鋼筋混凝土造,960711,2,0,0,0,有,有,1250000,,塔式車位,0,1250000,,RPWOMLQKOHMFFDA78CA
信義區,房地(土地+建物),臺北市信義區忠孝東路四段559巷16弄31~60號,26.67,住,,,1060501,土地2建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760911,110.05,3,2,2,有,有,23800000,216265,,0,0,含增建或未登記建物。,RPRPMLQKOHMFFDA38CA
信義區,房地(土地+建物),臺北市信義區吳興街494巷1~30號,23.69,住,,,1060509,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780815,119.87,3,2,2,有,有,20700000,172687,,0,0,,RPSNMLTKOHMFFDA58CA
信義區,房地(土地+建物),臺北市信義區吳興街220巷11弄31~60號,29.12,住,,,1060601,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,80.74,2,1,1,有,無,13000000,161011,,0,0,,RPWOMLPKOHMFFDA68CA
松山區,房地(土地+建物),臺北市松山區民族東路661~690號,26.04,住,,,1060507,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701223,157.28,4,2,2,有,有,26800000,170397,,0,0,內含獨立產權公設，未包含在棟數內  。含增建或未登記建物。,RPVOMLMKOHMFFDA28CA
信義區,房地(土地+建物),臺北市信義區福德街268巷30弄1~30號,23.21,住,,,1060417,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.14,2,2,1,有,無,12500000,141820,,0,0,含增建或未登記建物。,RPWOMLMKOHMFFDA38CA
松山區,房地(土地+建物)+車位,臺北市松山區南京東路四段31~60號,44.34,住,,,1060503,土地2建物1車位1,六層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,671230,385.46,4,1,1,有,有,82130000,213070,坡道平面,0,2500000,,RPSNMLNKOHMFFDA97CA
松山區,車位,臺北市松山區南京東路三段256巷1~30號,0.2,商,,,1060428,土地0建物0車位1,一層,五層,其他,見其他登記事項,鋼筋混凝土造,930924,28.52,0,0,0,有,有,1000000,,塔式車位,0,0,,RPTNMLNKOHMFFDA08CA
松山區,車位,臺北市松山區南京東路五段151~180號,3.32,商,,,1060523,土地0建物0車位1,地下一層,十六層,其他,停車空間,鋼筋混凝土造,760526,31.56,0,0,0,有,有,2700000,,坡道平面,0,0,,RPRNMLOKOHMFFDA97CA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段181~210號,10.2,商,,,1060522,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041030,66.51,1,1,1,有,有,14700000,221019,,0,0,,RPTPMLTKOHMFFCA78CA
內湖區,土地,石潭段一小段181~210地號,648.83,其他,,,1060519,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2200000,3391,,0,0,,RPQPMLLLOHMFFCA77CA
中山區,車位,臺北市中山區合江街73巷31~60號,2.37,住,,,1060526,土地0建物0車位1,地下層,七層,其他,見使用執照,鋼筋混凝土造,710510,40.09,0,0,0,有,有,3130000,,坡道平面,40.09,3130000,,RPWNMLQKOHMFFCA58CA
中山區,房地(土地+建物)+車位,臺北市中山區農安街1巷31~60號,13.57,商,,,1060525,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050829,172.73,3,2,2,有,有,37270000,252572,坡道平面,36.65,2900000,,RPQOMLOJPHMFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區農安街1巷31~60號,13.07,商,,,1060525,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050829,183.25,3,2,2,有,有,36344305,258749,坡道平面,52.45,2500000,,RPUOMLOJPHMFFCA28CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷91~120號,24.07,住,,,1060507,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050322,175.3,3,2,2,有,有,27700000,158015,坡道平面,37.25,0,,RPVNMLNJPHMFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷91~120號,15.98,住,,,1060517,土地2建物1車位0,十三層，十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720331,124.02,3,2,2,有,有,15880000,128044,,0,0,,RPPNMLMKPHMFFCA57CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段241~270號,39.54,商,,,1060325,土地4建物4車位7,一層,八層,店面(店鋪),商業用,鋼筋混凝土造,971128,221.09,0,0,0,無,有,68500000,309829,升降機械,0,0,,RPPNMLOKPHMFFCA77CA
萬華區,房地(土地+建物),臺北市萬華區康定路211~240號,2.34,商,,,1060526,土地3建物1車位0,十一層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,,22.22,1,0,1,有,有,2500000,112511,,0,0,,RPSNMLOKOHMFFBA87CA
大同區,車位,臺北市大同區五原路1~30號,0.11,商,,,1060522,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,981216,22.59,0,0,0,有,有,960000,,塔式車位,6.05,960000,本案為獨立權狀車位。,RPXNMLNKOHMFFBA28CA
大同區,房地(土地+建物),臺北市大同區民權西路144巷19弄1~30號,23.94,住,,,1060324,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750403,127.27,4,2,2,有,有,21850000,171682,,0,0,含增建或未登記建物,RPSPMLMKOHMFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區雙園街40巷2弄1~30號,13.67,住,,,1060508,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),,加強磚造,,38.13,1,1,1,有,無,5000000,131130,,0,0,地下室及一樓空地增建,RPOPMLMKOHMFFBA47CA
中正區,房地(土地+建物),臺北市中正區汀州路一段301~330號,29,住,,,1060417,土地1建物1車位0,一層，二層,八層,店面(店鋪),見使用執照,鋼筋混凝土造,780508,108.2,0,1,1,有,無,18000000,166359,,0,0,含增建或未登記建物。,RPQOMLMKOHMFFAA47CA
文山區,土地,博嘉段一小段721~750地號,267.62,其他,,,1060520,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1204285,4500,,0,0,權利人共2人親友、員工或其他特殊關係間之交易。土地上有墳墓,RPROMLMKOHMFFAA57CA
文山區,房地(土地+建物)+車位,臺北市文山區樟新街1~30號,47.03,住,,,1060425,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030815,314.41,3,1,3,有,有,39950000,153823,坡道機械,79.4,3800000,,RPRNMLNKOHMFFAA57CA
文山區,房地(土地+建物)+車位,臺北市文山區政大二街171巷31~60號,71.42,住,,,1060419,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,920114,131.84,3,2,2,有,有,15000000,113774,坡道平面,0,0,含增建或未登記建物。車位面積無法概算。,RPUOMLLLOHMFFAA87CA
